SPECTRA
,398.820,402.140,405.459,408.777,412.095,415.412,418.728,422.043,425.357,428.671,431.984,435.296,438.608,441.919,445.229,448.538,451.847,455.154,458.461,461.768,465.073,468.378,471.682,474.986,478.288,481.590,484.891,488.191,491.491,494.790,498.088,501.385,504.682,507.978,511.273,514.567,517.861,521.154,524.446,527.737,531.028,534.318,537.607,540.895,544.183,547.470,550.756,554.041,557.326,560.610,563.893,567.175,570.457,573.738,577.018,580.297,583.576,586.854,590.131,593.408,596.683,599.958,603.232,606.506,609.779,613.050,616.322,619.592,622.862,626.131,629.399,632.666,635.933,639.199,642.464,645.729,648.993,652.256,655.518,658.779,662.040,665.300,668.559,671.818,675.076,678.333,681.589,684.844,688.099,691.353,694.606,697.859,701.111,704.362,707.612,710.862,714.110,717.358,720.606,723.852,727.098,730.343,733.588,736.831,740.074,743.316,746.557,749.798,753.038,756.277,759.515,762.753,765.990,769.226,772.461,775.696,778.930,782.163,785.395,788.627,791.858,795.088,798.317,801.546,804.774,808.001,811.227,814.453,817.678,820.902,824.125,827.348,830.570,833.791,837.011,840.231,843.450,846.668,849.886,853.102,856.318,859.533,862.748,865.961,869.174,872.387,875.598,878.809,882.019,885.228,888.436,891.644,894.851,898.057,901.263,904.468,907.672,910.875,914.077,917.279,920.480,923.680,926.880,930.079,933.277,936.474,939.670,942.866,946.061,949.255,952.449,955.642,958.834,962.025,965.216,968.406,971.595,974.783,977.970,981.157,984.343,987.529,990.713,993.897,997.080
0.001000,0.062210,0.062813,0.068584,0.073576,0.083936,0.094257,0.104006,0.114297,0.122302,0.129365,0.137947,0.148655,0.156360,0.168173,0.176734,0.184638,0.186826,0.184062,0.179667,0.175163,0.174431,0.172754,0.172306,0.167771,0.163299,0.153390,0.138856,0.118021,0.094670,0.073087,0.054290,0.038783,0.027810,0.021174,0.014789,0.011741,0.009952,0.009098,0.008403,0.007504,0.007626,0.007336,0.007769,0.007474,0.006815,0.006882,0.007632,0.006967,0.006798,0.006520,0.007177,0.006419,0.006325,0.006078,0.006045,0.006220,0.006356,0.006149,0.005342,0.006058,0.005519,0.005207,0.004637,0.005639,0.004842,0.005298,0.005209,0.004607,0.004120,0.004217,0.003984,0.004173,0.004286,0.003906,0.004510,0.003187,0.003532,0.003318,0.002685,0.002581,0.002689,0.002714,0.003383,0.002876,0.002032,0.001732,0.001520,0.001656,0.001720,0.002001,0.001667,0.000746,0.001594,0.001175,0.000523,0.000311,0.000985,0.000793,0.000968,-0.000053,0.000841,0.000291,0.000291,-0.000050,0.000078,0.000189,0.000057,-0.000529,-0.000480,-0.000801,-0.000998,-0.000537,-0.000826,-0.000931,-0.001228,-0.001436,-0.000856,-0.001793,-0.001780,-0.000519,-0.001390,-0.001108,-0.001803,-0.002071,-0.001960,-0.001286,-0.002504,-0.001456,-0.003133,-0.002664,-0.002149,-0.001797,-0.001928,-0.002094,-0.002378,-0.001637,-0.001861,-0.002186,-0.001163,-0.000245,-0.000644,-0.001535,-0.000071,-0.001468,-0.001957,-0.001322,-0.001041,-0.001188,-0.001116,-0.000549,-0.000660,-0.001647,-0.001186,-0.000452,-0.000953,-0.001614,-0.001104,-0.001293,-0.001459,-0.001062,-0.000808,-0.000253,-0.001439,-0.001807,0.000062,-0.001435,-0.000164,-0.001543,-0.001854,-0.002574,-0.000974,-0.000988,-0.001993,-0.001018,-0.003217,-0.000958,-0.001756,-0.001662,-0.002722,-0.004141,-0.002221,-0.001113,-0.002546,-0.002995,-0.003462
0.002000,0.056875,0.064683,0.067660,0.073576,0.082525,0.091722,0.099112,0.112117,0.120304,0.125542,0.132372,0.145493,0.153856,0.164867,0.171500,0.178927,0.182137,0.181226,0.176217,0.172304,0.170997,0.169116,0.170019,0.166516,0.160230,0.151431,0.137064,0.116094,0.094636,0.073695,0.055840,0.039406,0.029166,0.021390,0.016152,0.012847,0.010796,0.008918,0.009035,0.009465,0.009055,0.008655,0.008357,0.008418,0.008693,0.008417,0.008383,0.007628,0.008356,0.007123,0.007637,0.007658,0.007878,0.008315,0.007919,0.007800,0.007869,0.007370,0.007987,0.006923,0.005771,0.006699,0.007369,0.007151,0.006115,0.006313,0.005809,0.006131,0.005670,0.004241,0.005800,0.004532,0.005095,0.006588,0.004712,0.004554,0.003828,0.003318,0.004562,0.002866,0.003975,0.003067,0.002145,0.003537,0.002226,0.003208,0.003411,0.002174,0.002688,0.002130,0.001141,0.002558,0.001494,0.001275,0.000762,0.001288,0.001292,0.000816,0.000484,0.000184,0.000815,0.001139,0.000146,-0.001183,-0.000756,-0.000540,-0.000340,-0.000264,-0.000210,-0.000742,-0.000762,-0.001190,-0.000267,-0.000661,-0.000819,-0.000972,-0.002519,-0.001288,0.000535,-0.001124,-0.001607,-0.002434,-0.002028,0.000898,-0.001422,-0.001138,-0.002792,-0.004081,-0.002655,-0.002820,-0.002257,-0.002433,-0.002354,-0.002114,-0.002300,-0.003580,-0.000860,-0.002635,0.002101,-0.003416,0.002504,-0.001995,-0.000852,-0.001850,-0.001957,-0.000265,-0.000595,-0.001928,-0.001257,-0.001085,-0.000757,-0.000718,-0.001011,-0.001021,-0.000695,-0.001124,-0.001441,-0.000513,-0.002158,-0.001203,-0.000128,-0.001200,0.001010,-0.001807,-0.001965,-0.000574,-0.001751,-0.002092,-0.000844,-0.003940,-0.002249,-0.001059,-0.000521,-0.001018,-0.002389,-0.002296,-0.003901,-0.001047,-0.004977,-0.001337,-0.002170,-0.002539,-0.001716,-0.001913,-0.001823
0.003000,0.064431,0.061436,0.067660,0.071715,0.081184,0.087196,0.101851,0.110175,0.117764,0.124364,0.136995,0.140614,0.152736,0.161382,0.168728,0.178526,0.180471,0.180447,0.174432,0.171515,0.171316,0.169796,0.168399,0.166516,0.160230,0.150942,0.138778,0.122577,0.097997,0.078204,0.058644,0.044184,0.031323,0.024366,0.019383,0.016131,0.012630,0.012158,0.012096,0.011891,0.010923,0.011350,0.011262,0.010738,0.011360,0.011585,0.011339,0.010553,0.011490,0.011482,0.011765,0.010428,0.010617,0.010309,0.011321,0.010276,0.010476,0.010524,0.009673,0.010093,0.009864,0.009799,0.009299,0.008915,0.008866,0.008589,0.008685,0.008393,0.007821,0.007449,0.007790,0.006455,0.007455,0.006940,0.006783,0.004529,0.005458,0.006384,0.005593,0.004137,0.003975,0.005090,0.004475,0.005009,0.003635,0.004546,0.003685,0.003124,0.003405,0.004683,0.002056,0.003042,0.002393,0.002629,0.001334,0.002134,0.001160,0.001564,0.001044,0.001821,0.001326,0.001236,0.001264,0.001288,0.001751,0.000487,0.000511,-0.000441,-0.000510,0.000089,0.000237,-0.000023,0.000755,-0.000721,0.000075,-0.000296,0.001808,-0.002022,-0.000045,-0.001556,0.000044,-0.001373,-0.000226,-0.001319,-0.000736,0.002483,-0.002024,-0.001574,-0.001958,-0.001730,-0.001698,-0.001181,-0.001237,-0.000611,-0.001935,-0.000732,-0.000287,0.000064,0.001945,-0.000082,0.000161,0.000077,0.001995,-0.002867,0.000841,-0.001058,-0.000347,-0.000769,-0.000119,0.000311,0.000016,0.000524,0.000545,-0.000138,-0.000854,0.000102,-0.000045,-0.000513,-0.000891,-0.000248,0.000170,0.000950,-0.001008,-0.002407,-0.000000,0.000690,-0.001751,-0.000662,-0.001293,-0.001203,-0.003461,-0.000000,-0.002166,-0.000306,-0.005075,-0.000000,0.000400,0.000432,-0.002269,-0.002147,-0.002875,-0.001113,-0.001405,-0.000983,-0.002175
0.004000,0.064431,0.061597,0.068661,0.070574,0.080248,0.088762,0.097454,0.102998,0.116884,0.123829,0.131850,0.136901,0.148689,0.158634,0.166584,0.173836,0.176479,0.177345,0.174057,0.169768,0.167906,0.169342,0.166401,0.162688,0.158915,0.150210,0.140185,0.120629,0.099929,0.078463,0.061340,0.046050,0.034634,0.026380,0.020708,0.017025,0.015513,0.013923,0.012931,0.013676,0.013107,0.013127,0.012037,0.013166,0.012219,0.012483,0.013497,0.012464,0.012399,0.012469,0.012612,0.012601,0.012259,0.012685,0.012847,0.011918,0.011979,0.011430,0.011933,0.011892,0.012665,0.010552,0.010292,0.010636,0.011245,0.010351,0.009850,0.008668,0.009338,0.010023,0.008932,0.009500,0.007998,0.006789,0.007950,0.006923,0.007342,0.006485,0.006472,0.004449,0.005730,0.005647,0.004674,0.005993,0.004414,0.005120,0.004966,0.004553,0.004080,0.003816,0.003845,0.002945,0.004296,0.003132,0.002528,0.003205,0.002213,0.002078,0.002525,0.001345,0.002322,0.000994,0.001507,0.001035,0.000548,0.001408,0.000397,0.000794,0.000630,0.000862,0.000026,0.000538,0.000803,-0.000721,0.000149,0.000974,-0.000991,0.000830,0.000089,0.000346,0.000479,-0.003139,-0.000045,-0.001319,-0.001324,-0.001236,-0.001061,-0.001574,-0.001639,-0.001630,-0.000687,-0.000513,-0.000663,-0.000753,-0.000419,-0.001011,-0.002479,0.000968,-0.003017,0.000163,-0.003289,0.002158,0.000997,-0.000447,-0.001399,-0.002025,0.000248,0.000743,-0.000315,0.000466,0.000403,-0.000407,0.000799,0.000334,0.000179,-0.000471,-0.001396,0.000201,-0.000398,0.000106,0.001236,-0.000063,0.000240,0.000785,0.000493,0.003694,-0.001751,-0.001103,-0.001181,-0.003371,0.001894,-0.000988,-0.001820,0.006157,-0.001767,-0.000575,-0.003425,-0.004724,-0.000657,0.000718,-0.001667,-0.002117,-0.003477,-0.001087,-0.001705
0.005000,0.062807,0.063544,0.067660,0.070859,0.076525,0.085199,0.095566,0.103279,0.114363,0.120637,0.128420,0.137610,0.146178,0.155602,0.164045,0.173340,0.173100,0.175321,0.171255,0.168810,0.168025,0.164983,0.164184,0.161861,0.156592,0.149075,0.140029,0.119659,0.100448,0.081714,0.063168,0.046050,0.035093,0.027363,0.021073,0.018667,0.016130,0.013243,0.014075,0.014374,0.014378,0.014017,0.014096,0.013691,0.014349,0.014941,0.013497,0.014292,0.014525,0.014218,0.012147,0.013421,0.014344,0.014042,0.013635,0.013402,0.013244,0.012943,0.013945,0.011892,0.012001,0.012113,0.012285,0.011055,0.012024,0.010924,0.010364,0.010781,0.011184,0.010351,0.009885,0.008797,0.009630,0.009110,0.008407,0.007725,0.007690,0.007495,0.006679,0.006533,0.006092,0.006206,0.005072,0.005599,0.005537,0.005312,0.005103,0.004206,0.003236,0.003253,0.003340,0.004255,0.002993,0.001926,0.002815,0.002647,0.002675,0.001751,0.002116,0.001213,0.001632,0.002696,0.001556,0.001490,0.000966,0.000216,0.000341,0.001442,0.000750,-0.000861,-0.000184,0.000585,0.000706,0.000842,-0.000000,0.000423,-0.000631,-0.001288,0.001966,-0.000000,-0.000218,-0.002434,0.000136,-0.001084,0.000590,-0.002519,-0.001543,-0.001574,-0.001839,-0.001663,-0.000687,-0.000983,-0.000825,-0.000936,-0.000471,-0.000941,-0.000096,0.000064,-0.001163,0.001800,0.000242,-0.001995,-0.000994,-0.000064,-0.000951,-0.000617,0.000596,0.000014,-0.000206,0.000179,0.000597,0.000175,-0.000117,-0.000177,0.000298,-0.000061,-0.000609,-0.000335,-0.000171,0.000071,0.001407,0.000190,0.000240,0.000785,-0.000123,-0.002522,-0.000603,0.000276,-0.001629,-0.000745,-0.001643,-0.001059,-0.000434,0.003273,-0.000104,-0.002487,-0.002154,-0.002399,-0.002772,-0.001385,-0.002573,-0.002855,-0.003063,-0.002377,-0.001470
0.006000,0.071773,0.067134,0.065130,0.069294,0.077718,0.086571,0.093803,0.103615,0.110773,0.117257,0.125839,0.133974,0.145478,0.149003,0.162024,0.168313,0.174063,0.170350,0.169491,0.165689,0.163115,0.162597,0.160689,0.159552,0.152400,0.147700,0.135666,0.120181,0.098962,0.081518,0.061906,0.046382,0.035323,0.028075,0.023790,0.018667,0.016891,0.016014,0.016285,0.014855,0.014729,0.014374,0.014279,0.015271,0.014145,0.015654,0.014023,0.016188,0.015074,0.014539,0.014612,0.014552,0.014393,0.013855,0.014844,0.014252,0.015002,0.013904,0.014152,0.013906,0.012818,0.013300,0.011985,0.013504,0.011440,0.011809,0.010738,0.012350,0.011461,0.010210,0.010267,0.009015,0.010175,0.009160,0.009170,0.008126,0.008636,0.008305,0.007924,0.007422,0.005885,0.007326,0.006918,0.007424,0.006761,0.005600,0.005883,0.004640,0.005944,0.005334,0.004075,0.004061,0.003494,0.004139,0.003294,0.003965,0.002257,0.002781,0.002884,0.002562,0.002911,0.001431,0.002044,0.001794,0.002170,0.002658,0.001421,0.001678,0.000690,0.002711,0.001026,0.001709,0.001096,-0.000180,0.000373,0.000635,0.001627,0.000553,-0.000891,0.000173,0.000740,0.001957,0.001312,0.000519,0.000344,-0.000446,0.001839,-0.000552,-0.000880,-0.000034,0.000109,0.000524,0.000325,0.001551,-0.000157,0.000594,0.000574,0.004732,0.003351,0.001636,0.001371,0.003707,-0.000284,0.001729,0.001291,-0.001410,0.000248,0.000883,0.001032,0.001639,0.002247,0.000486,0.001267,0.000649,0.001892,0.000799,0.001084,0.000603,0.000627,0.001366,0.001365,0.002984,-0.000528,-0.000844,0.001109,-0.001606,-0.000603,0.002880,-0.001742,-0.002802,0.000671,-0.004081,0.002700,-0.001018,0.000939,0.000960,-0.000719,0.001050,-0.001766,0.001101,-0.001667,-0.001113,-0.000365,-0.001345,0.000531
0.007000,0.061614,0.058373,0.065742,0.069010,0.077055,0.088260,0.093335,0.099704,0.110123,0.115158,0.125633,0.131966,0.141002,0.150743,0.158311,0.167139,0.170033,0.167697,0.166719,0.163965,0.163037,0.163565,0.159405,0.156847,0.152150,0.145847,0.137142,0.119510,0.102078,0.082367,0.064369,0.047742,0.036991,0.028568,0.023790,0.019516,0.018177,0.017429,0.017483,0.015906,0.015961,0.015760,0.015565,0.016617,0.015112,0.016093,0.016136,0.015637,0.015806,0.017030,0.014612,0.015635,0.016390,0.016534,0.016195,0.015317,0.016031,0.015375,0.014955,0.015047,0.014919,0.014288,0.013085,0.014000,0.013490,0.013994,0.013882,0.012859,0.011878,0.012470,0.010219,0.012030,0.010746,0.011366,0.011007,0.010692,0.010284,0.010693,0.007924,0.008523,0.008116,0.008755,0.008220,0.008117,0.006516,0.006656,0.006894,0.005770,0.006199,0.005204,0.004674,0.006398,0.004748,0.004895,0.005070,0.004189,0.004372,0.004002,0.004731,0.003039,0.003938,0.003183,0.003387,0.003875,0.002747,0.003093,0.002618,0.002210,0.002858,0.002054,0.001765,0.001662,0.002610,0.002170,0.002542,0.005150,0.000722,0.002309,0.001697,0.001431,0.001788,0.000488,0.003038,0.000142,0.001328,0.000744,0.001936,0.003404,-0.000200,0.000571,0.001033,0.001027,0.001241,0.001245,-0.000157,0.002695,0.002013,0.002651,-0.001163,0.003773,-0.001206,0.002468,0.000925,-0.000447,0.003149,0.000441,0.002438,0.002232,0.002219,0.002431,0.002668,0.001965,0.001756,0.002522,0.002691,0.001312,0.001944,0.002037,0.001845,0.002060,0.002776,0.002538,0.003329,0.000785,-0.000983,0.002074,0.002034,0.000663,-0.001181,0.002474,0.003243,-0.000000,0.003575,-0.001424,0.003451,0.001537,0.001683,-0.000432,-0.001968,-0.000048,-0.003477,0.001382,-0.000573,-0.000259,0.002304
0.008000,0.064431,0.060789,0.064519,0.067735,0.075996,0.079632,0.090649,0.100261,0.108395,0.114635,0.121129,0.129719,0.137847,0.146431,0.157014,0.162377,0.164624,0.165154,0.163050,0.161734,0.158995,0.157202,0.156173,0.153996,0.150859,0.144562,0.133656,0.117799,0.099514,0.081127,0.063231,0.047802,0.036703,0.028020,0.023214,0.020216,0.018177,0.015650,0.016684,0.016521,0.015829,0.015760,0.016302,0.016424,0.015315,0.015380,0.016018,0.017048,0.016173,0.015446,0.016871,0.016048,0.017515,0.015921,0.016335,0.016171,0.016865,0.015680,0.015603,0.015047,0.015896,0.014541,0.013936,0.013801,0.013148,0.013657,0.012236,0.012720,0.011554,0.013226,0.012326,0.011104,0.010225,0.011138,0.010190,0.009306,0.009734,0.009167,0.008963,0.008261,0.008793,0.007886,0.007769,0.007820,0.008135,0.006705,0.006572,0.006031,0.006623,0.006204,0.005873,0.006301,0.005905,0.004441,0.004061,0.004458,0.003754,0.003955,0.003909,0.002827,0.002911,0.003525,0.004685,0.003214,0.001698,0.003202,0.002503,0.002682,0.002617,0.002532,0.001395,0.002508,0.002806,0.002926,0.001942,0.000677,0.002897,0.001661,0.002414,0.002344,0.002488,-0.000222,0.002038,0.001655,0.002117,-0.000050,0.002227,0.000552,0.000321,0.000459,0.001396,0.001311,0.000487,0.000469,0.001259,0.001853,0.000478,0.000451,-0.000388,0.002457,0.000242,0.002313,-0.000426,0.001344,-0.000056,0.001503,0.002089,0.001838,0.001598,0.002143,0.002506,0.002082,0.002695,0.002345,0.002251,0.001415,0.001491,0.002620,0.001045,0.001917,0.002220,0.003048,-0.000144,0.002542,0.001974,-0.000574,-0.001697,0.002491,0.001862,-0.001660,-0.001643,0.000991,0.001305,0.001225,-0.000104,-0.000958,-0.000080,-0.003134,-0.000960,-0.000335,-0.001263,-0.002855,-0.000989,-0.000983,-0.001353
0.009000,0.064431,0.064846,0.062994,0.067310,0.073227,0.081233,0.089139,0.097485,0.105068,0.112548,0.120315,0.126296,0.137062,0.144463,0.153244,0.157284,0.164341,0.163326,0.161910,0.156459,0.156295,0.154712,0.153784,0.152132,0.147752,0.141128,0.130964,0.117799,0.098410,0.080476,0.062726,0.048045,0.036991,0.028788,0.023842,0.020266,0.020138,0.017383,0.017039,0.016608,0.016534,0.016791,0.016348,0.016040,0.017819,0.017083,0.016783,0.016188,0.016601,0.016384,0.016650,0.017937,0.017907,0.016392,0.016569,0.017074,0.017062,0.016698,0.016019,0.015670,0.014996,0.015659,0.014840,0.014249,0.013441,0.013945,0.014306,0.013739,0.013223,0.012801,0.012758,0.012127,0.012065,0.010833,0.010292,0.010188,0.010635,0.010133,0.009588,0.009101,0.008689,0.008346,0.008019,0.009058,0.007447,0.007065,0.007447,0.006510,0.005944,0.006989,0.007632,0.005423,0.005402,0.005148,0.005840,0.005332,0.005388,0.004190,0.004577,0.004526,0.005224,0.003964,0.003069,0.003824,0.003167,0.003857,0.002218,0.003985,0.001352,0.003250,0.001765,0.003260,0.002757,0.002593,0.001344,0.002248,0.004809,0.003329,0.001161,0.002257,0.003891,0.000933,0.002310,0.002413,0.001328,0.000843,0.003881,0.001501,0.001484,0.001557,0.002596,0.002236,0.002367,0.001797,0.002312,0.002134,0.002782,0.000581,0.003038,0.004515,0.000725,0.002313,0.001995,0.002628,0.003149,0.004524,0.002513,0.002316,0.002918,0.003585,0.003545,0.002589,0.002969,0.003096,0.002211,0.002855,0.002852,0.002575,0.001807,0.002630,0.002776,0.004068,0.001299,0.002664,0.001109,0.000575,-0.000603,0.002491,0.001410,-0.000860,0.001649,0.000991,0.003575,0.002452,-0.002597,0.000768,0.001843,0.007089,-0.000960,0.000335,-0.000556,-0.002592,0.000678,0.002547,-0.000765
